No;UPT;Jenis Stasiun Monitor;Tanggal;Waktu;Band;Pita Frekuensi;Frekuensi;Dinas;Sub Service;Kelas Emisi;Kelas Stasiun;Azimuth;Level;Identifikasi;Legalitas;Keterangan;Provinsi;Kab/Kota;Kecamatan;Kel/Desa;Lat;Long;No SPT;Tgl Input;Catatan
8477;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.8;Land Mobile (private);Standard;;;;20;DAYA INDAH YASA, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8478;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.575;Land Mobile (private);Standard;G7F;;;22;CV. TRITUNGGAL MANDIRI ABADI;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8479;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.525;Land Mobile (private);Standard;G7F;;;19;PENGADILAN TINGGI NUSA TENGGARA BARAT;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8480;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);392.075;Land Mobile (private);Trunking;G7W;ML;;37;UNKN;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8481;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);368.725;Land Mobile (private);Standard;;;;13;GARDA POWER MANDIRI, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8482;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);368.375;Land Mobile (private);Standard;F3E;ML;;28;PROPERTINDO PRIMA PERKASA, PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8483;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);368.25;Land Mobile (private);Standard;F3E;ML;;27;HOTELINDO PERMATA JIMBARAN, PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8484;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);364.075;Land Mobile (private);Standard;G7F;FX;;19;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8485;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);364.025;Land Mobile (private);Standard;G7F;FX;;20;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8486;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);363.5;Land Mobile (private);Standard;;;;13;INDONESIA POWER KANTOR PUSAT, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8487;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);362.525;Land Mobile (private);Standard;F3E;ML;;33;SRIWIJAYA AIR, PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8488;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);356.975;Land Mobile (private);Standard;G7F;;;66;PLN (PERSERO), PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8489;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);356.825;Land Mobile (private);Standard;G7F;;;14;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8490;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);356.7;Land Mobile (private);Standard;G7F;;;74;PLN (PERSERO), PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8491;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);356.15;Land Mobile (private);Standard;G7F;;;62;PLN (PERSERO), PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8492;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);355.6;Land Mobile (private);Standard;G7F;;;15;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8493;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);355.25;Land Mobile (private);Standard;G7F;;;54;PLN (PERSERO), PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8494;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);353.55;Land Mobile (private);Standard;G7F;FX;;14;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8495;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);353.35;Land Mobile (private);Standard;G7F;;;35;NUSANTARA SEJAHTERA RAYA, PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8496;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.975;Land Mobile (private);Standard;G7F;FX;;73;PLN (PERSERO), PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8497;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.825;Land Mobile (private);Standard;G7F;FX;;19;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8498;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.775;Land Mobile (private);Standard;G7F;FX;;15;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8499;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.7;Land Mobile (private);Standard;G7F;FX;;31;PLN (PERSERO), PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8500;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.25;Land Mobile (private);Standard;G7F;FX;;13;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8501;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.175;Land Mobile (private);Standard;G7F;FX;;14;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8502;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);350.6;Land Mobile (private);Standard;G7F;;;33;PLN (PERSERO), PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8503;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);350.25;Land Mobile (private);Standard;G7F;;;27;PLN (PERSERO), PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8504;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);324.3;Land Mobile (private);Standard;G7F;FX;;41;LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8505;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);324.15;Land Mobile (private);Standard;;;;60;LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8506;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);300.2;Broadcast;FM;F3E;BC;;55;Link RRI Mataram;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8507;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;4. DRM, DAB (174 – 230 MHz);194.65;Other Services;-;;;;32;Noise Floor;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8508;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;4. DRM, DAB (174 – 230 MHz);220.2;Other Services;-;;;;44;Noise;NOISE;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8509;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);170.525;Land Mobile (private);Standard;G7F;;;30;ACE HARDWARE INDONESIA, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8510;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);167.35;Land Mobile (private);Standard;;;;28;PRATHITA TITIANNUSANTARA, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8511;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);163.575;Land Mobile (private);Standard;G7F;;;33;DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8512;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);161.175;Land Mobile (private);Standard;G7F;FX;;33;SATUAN POLISI PAMONG PRAJA PROVINSI NTB;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8513;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);160.575;Land Mobile (private);Standard;G7F;;;34;SD ISLAM TERPADU ANAK SHOLEH 2 MATARAM;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8514;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);152.9;Land Mobile (private);Standard;G7F;;;34;SURYA CEMERLANG SEJAHTERA, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8515;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);151.725;Land Mobile (private);Standard;G7F;;;30;RISA, PT./RS. RISA SENTRA MEDIKA, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8516;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);151.35;Land Mobile (private);Standard;G7F;;;34;GARDA LINTAS SARANA, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8517;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);150.375;Land Mobile (private);Standard;G7F;;;31;CV. MULTI KARYA;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8518;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);169.45;Land Mobile (private);Standard;G7F;;;29;PELABUHAN INDONESIA (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8519;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);167.775;Land Mobile (private);Standard;G7F;;;31;BALAI WILAYAH SUNGAI NUSA TENGGARA 1;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8520;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);167.65;Land Mobile (private);Standard;G7F;;;31;BANK INDONESIA;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8521;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);167.575;Land Mobile (private);Standard;G7F;;;31;BANK INDONESIA;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8522;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);166.775;Land Mobile (private);Standard;G7F;;;30;SURYA INDAH CAKRAWALA, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8523;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);161.225;Land Mobile (private);Standard;;;;32;INDONESIA POWER KANTOR PUSAT, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8524;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);153.425;Land Mobile (private);Standard;G7F;;;34;TVRI NTB;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8525;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);151.825;Land Mobile (private);Standard;G7F;;;31;MATARAM ANDALAS SEMESTA;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8526;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);150.25;Land Mobile (private);Standard;;;;34;DESA LEMBAHSARI;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8527;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);160.05;Land Mobile (private);Standard;G7F;;;33;GERBANG NTB EMAS;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8528;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);152.2;Land Mobile (private);Standard;G7F;FX;;34;PUTERA MASTER SARANA PENYEBERANGAN, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8529;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);151.925;Land Mobile (private);Standard;G7F;;;33;REGANDA PERSADA GROUP, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8530;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);164.025;Land Mobile (private);Standard;G7F;;;33;CV. LOMBOK KOPI JAYA;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8531;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);170.875;Land Mobile (private);Standard;G7F;;;27;MATAHARI PUTRA PRIMA;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8532;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);170.85;Land Mobile (private);Standard;G7F;;;28;PERKASA ABADI SEMBILAN, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8533;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);170.575;Land Mobile (private);Standard;G7F;;;28;MATARAM CITRA NUSA, CV.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8534;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);170.4;Land Mobile (private);Standard;;;;26;PERTAMINA, PT. (PERSERO);CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8535;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);169.525;Land Mobile (private);Standard;G7F;;;93;BADAN PENANGGULANGAN BENCANA DAERAH PROV NTB;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8536;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);169.35;Land Mobile (private);Standard;F3E;ML;;44;PLN (PERSERO), PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8537;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);167.725;Land Mobile (private);Standard;F3E;FX;;60;PLN (PERSERO), PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
