No;UPT;Jenis Stasiun Monitor;Tanggal;Waktu;Band;Pita Frekuensi;Frekuensi;Dinas;Sub Service;Kelas Emisi;Kelas Stasiun;Azimuth;Level;Identifikasi;Legalitas;Keterangan;Provinsi;Kab/Kota;Kecamatan;Kel/Desa;Lat;Long;No SPT;Tgl Input;Catatan
8411;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);438.5;Land Mobile (private);Trunking;G7W;ML;;34;HANKAM / TNI;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8412;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);437.9;Amateur Radio;AR Standard;F3E;AT;;35;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8413;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);436.7625;Land Mobile (private);Standard;F3E;AT;;34;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8414;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);436.5;Amateur Radio;AR Standard;F3E;AT;;21;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8415;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);435.975;Land Mobile (private);Trunking;G7W;ML;;25;HANKAM/TNI;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8416;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);435.125;Amateur Radio;AR Standard;F3E;AT;;34;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8417;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);435.00625;Amateur Radio;AR Standard;F3E;AT;;22;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8418;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);434.925;Land Mobile (private);Standard;F3E;ML;;58;REP. KELURAHAN SELAT-KARANGASEM;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8419;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);434.75;Amateur Radio;AR Standard;F8E;AT;;65;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8420;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);434.7;Land Mobile (private);Standard;F3E;ML;;59;PASTI INDAH INDONESIA BARU, PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8421;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);434.66875;Land Mobile (private);Trunking;G7W;ML;;35;HANKAM / TNI;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8422;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);434.55;Land Mobile (private);Trunking;G7W;ML;;33;HANKAM / TNI;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8423;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);434.48125;Land Mobile (private);Standard;F3E;ML;;58;SATUAN POLISI PAMONG PRAJA PEMERINTAHAN PROVINSI BALI;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8424;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);434.45625;Amateur Radio;AR Standard;F3E;AT;;22;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8425;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);434.425;Amateur Radio;AR Standard;F3E;AT;;41;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8426;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);434.3;Amateur Radio;AR Standard;F3E;AT;;21;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8427;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);434.25;Land Mobile (private);Standard;G7F;;;75;RUMAH SAKIT UMUM DAERAH PROVINSI NTB;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8428;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);434.15;Land Mobile (private);Trunking;G7W;ML;;42;HANKAN / TNI;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8429;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);434.075;Land Mobile (private);Trunking;G7W;ML;;21;HANKAM / TNI;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8430;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);433.95;Land Mobile (private);Standard;G7F;;;21;TERUS JAYA HOREKA;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8431;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);433.85625;Amateur Radio;AR Standard;F3E;AT;;19;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8432;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);433.8375;Amateur Radio;AR Standard;F3E;AT;;20;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8433;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);433.8;Land Mobile (private);Standard;F3E;ML;;39;DOUBLE R STUDIO, CV.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8434;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);433.75625;Amateur Radio;AR Standard;F3E;AT;;40;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8435;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);433.7;Land Mobile (private);Standard;;;;21;LOMBOK TOROK DEVELOPMENTS, PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8436;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);433.35;Amateur Radio;AR Standard;F3E;AT;;20;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8437;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);433.3;Land Mobile (private);Trunking;G7W;ML;;18;HANKAM / TNI;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8438;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);433.275;Amateur Radio;AR Standard;F3E;AT;;46;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8439;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);433.2;Land Mobile (private);Standard;;;;19;VARINDO LOMBOK INTI, PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8440;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);433;Amateur Radio;AR Standard;F3E;AT;;21;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8441;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);432.85;Land Mobile (private);Standard;;;;41;VARINDO LOMBOK INTI, PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8442;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);432.8;Amateur Radio;AR Standard;F3E;AT;;71;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8443;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);432.76875;Land Mobile (private);Trunking;G7W;ML;;20;HANKAM / TNI;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8444;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);432.65;Land Mobile (private);Standard;G7F;;;44;LOMBOK TOROK DEVELOPMENTS, PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8445;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);432.6;Amateur Radio;AR Standard;F3E;AT;;50;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8446;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);432.58125;Land Mobile (private);Trunking;G7W;ML;;22;HANKAM / TNI;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8447;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);432.525;Land Mobile (private);Trunking;G7W;ML;;22;HANKAM / TNI;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8448;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);431.725;Amateur Radio;AR Standard;F3E;AT;;18;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8449;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);431.675;Amateur Radio;AR Standard;F3E;AT;;17;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8450;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);430.725;Amateur Radio;AR Standard;F3E;AT;;23;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8451;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);430.3;Amateur Radio;AR Standard;F3E;AT;;19;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8452;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);430.25;Land Mobile (private);Standard;;;;21;RUMAH SAKIT UMUM DAERAH PROVINSI NTB;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8453;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;6. Komrad UHF (430 – 460 MHz);430.15;Amateur Radio;AR Standard;F3E;AT;;18;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8454;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);363.725;Land Mobile (private);Standard;;;;12;GARDA POWER MANDIRI, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8455;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);357;Land Mobile (private);Standard;G7F;FX;;16;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8456;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);356.35;Land Mobile (private);Standard;G7F;;;13;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8457;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);356.25;Land Mobile (private);Standard;G7F;;;12;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8458;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);354.7;Land Mobile (private);Standard;;;;16;DIREKTORAT JENDERAL PEMASYARAKATAN;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8459;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);368.5;Land Mobile (private);Standard;;;;14;INDONESIA POWER KANTOR PUSAT, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8460;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);352.05;Land Mobile (private);Standard;G7F;;;13;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8461;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.35;Land Mobile (private);Standard;G7F;FX;;13;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8462;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.55;Land Mobile (private);Standard;G7F;FX;;16;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8463;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);359.25;Land Mobile (private);Standard;G7F;FX;;13;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8464;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);354.475;Land Mobile (private);Standard;G7F;FX;;16;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8465;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);357.05;Land Mobile (private);Standard;G7F;;;16;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8466;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);356.775;Land Mobile (private);Standard;G7F;;;13;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8467;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);352.025;Land Mobile (private);Standard;G7W;ML;;28;HOTEL INDONESIA PROPERTI, PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8468;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);354.85;Land Mobile (private);Standard;;;;15;LANGKO ANUGRAH SEJAHTERA, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8469;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.15;Land Mobile (private);Standard;G7F;;;12;PLN (PERSERO), PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8470;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);426.7625;Land Mobile (private);Trunking;G7W;ML;;29;Kepolisian;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8471;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);426.2625;Land Mobile (private);Standard;G7W;ML;;27;Kepolisian;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8472;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);419.70625;Land Mobile (private);Trunking;G7W;ML;;42;Kepolisian;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8473;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);419.425;Land Mobile (private);Trunking;G7W;ML;;31;Kepolisian;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8474;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);419.075;Land Mobile (private);Trunking;G7W;ML;;42;Kepolisian;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8475;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);408.1;Land Mobile (private);Standard;;;;20;LIMA BRAVO, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
8476;Balai Monitor Kelas II Mataram;Transportable;2025-01-02;22:01:24;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);407.275;Land Mobile (private);Standard;;;;22;KKV GROUP INDONESIA, PT.;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621705;116.081355;418/Balmon.52/KP.01.06/12/2024;2025-01-03;Monitoring Nataru 2025
